title,date,content
Liverpool y Tottenham comparten objetivo en la Bundesliga,03/01,"Tanto Liverpool como Tottenham se han interesado por la contratación de Ko Itakura, central que está cuajando una notable temporada con el Borussia Mönchengladbach. El nipón pasó en su momento por el Manchester City. "
El Chelsea aborta la cesión de Andrey Santos,03/01, 
El Nápoles encarrila dos fichajes,03/01, 
Real Madrid | Las crecientes dudas de Kylian Mbappé,03/01,"El delantero galo Kylian Mbappé no termina de ver clara la posibilidad de aterrizar en el Real Madrid. Al parecer, desde hace unos meses, el jugador no siente ya que el club blanco esté tan interesado en cerrar su fichaje.  "
Dos opciones en LaLiga para Sergio Reguilón,03/01, 
Ojo FC Barcelona: Ya hay dos grandes favoritos en la carrera por Joshua Kimmich,03/01,"Con un contrato que actualmente se extiende hasta el 30 de junio de 2025, el internacional alemán Joshua Kimmich está llamado a ser uno de los grandes protagonistas del próximo mercado estival. Varios son los conjuntos que actualmente están en la carrera por su fichaje, si bien los favoritos son dos. Concretamente, se trata de Manchester United y Liverpool. "
El Getafe encarrila la llegada de Ilaix Moriba,03/01, 
La sorprendente alternativa de Carlo Ancelotti para el centro de la defensa: nadie lo esperaba en el Real Madrid ,03/01,La falta de alternativas en defensa con vistas a configurar sus onces puede provocar que Carlo Ancelotti tire de imaginación en las próximas jornadas. El entrenador italiano está probando a otro futbolista con vistas a ocupar esta posición de central.  
Xavi espera contar con Vitor Roque,03/01, 
El Manchester United baraja 4 opciones para reforzar el ataque,03/01,"La directiva del Manchester United no descarta acudir al mercado invernal en busca de un delantero. En su agenda, tres futbolistas que juegan un papel secundario en sus respectivos equipos y un ariete cuya contratación quedaría a expensas de una venta previa. "
El Cartagena pesca a coste cero,03/01, 
El OM se entromete en los planes del Sevilla,03/01, 
El BVB aprieta por Sergio Reguilón,03/01, 
"El Inter de Milán, lanzado: cierra un fichaje a coste 0 y trabaja en otros dos",03/01,"Con la mirada puesta también en el curso que viene, el Inter de Milán aprovecha el tiempo. El cuadro lombardo ha dejado encarrilada la llegada de Piotr Zielinski con la carta de libertad desde el Nápoles mientras trabaja también en hacer lo propio con Tiajo Djaló (Lille) y Mehdi Taremi (Oporto).  "
El Burgos anuncia la salida de Andy Rodríguez,03/01, 
El Brighton manda una perla a la Championship,03/01, 
El Manchester United complica un fichaje del FC Barcelona ,03/01,"Incluido en la extensa lista de posibles refuerzos para la medular del FC Barcelona, el brasileño Éderson también se ha abierto paso en la agenda del Manchester United. Los diablos rojos podrían pasar a la acción durante el mercado invernal. "
El Granada se hace con Augusto Batalla,03/01, 
El Benfica se lleva el gato al agua por una joya brasileña,03/01, 
El Leganés rompe la cesión de Sergio Navarro y lo manda al Rayo Majadahonda,03/01, 
El Real Madrid lo tiene claro: el retrato robot de la prioridad defensiva,03/01,"Pese a que no tiene intención de aprovechar el presente mes de enero para sumar nuevas piezas para su defensa, el Real Madrid tiene clara la necesidad de fichar a un zaguero de primer nivel en verano. Por el momento no hay nombres propios, pero las cualidades que se buscan están muy claras. Se pretende un central importante, talentoso y joven. "
Matteo Gabbia vuelve al AC Milan,03/01, 
El Torino anuncia dos renovaciones,03/01, 
El nuevo plan del Arsenal para reclutar a Martín Zubimendi,03/01,"El Arsenal no descarta lanzar sus redes sobre Martín Zubimendi durante el mercado invernal. Para contar con mayor margen financiero, los gunners están dispuestos  a traspasar previamente al egipcio Mohamed Elneny. "
El Arsenal prepara una renovación,03/01, 
"Llega la hora de Arda Güler, el calvario de Pedri, el Valencia estrena 2024 con buen pie",03/01,"Un día más, Fichajes.com te ofrece la oportunidad de repasar las portadas de los principales diarios deportivos europeos. El posible debut de Arda Güler o el delicado momento que atraviesa Pedri son algunos de los temas que hoy marcan la actualidad.  "
El nuevo atacante en la órbita de la Fiorentina,03/01, 
El FC Barcelona mantiene a Savinho en su punto de mira,03/01,"La dirección deportiva del FC Barcelona mantiene su seguimiento sobre Savinho, futbolista que brilla con el Girona. Los culés le consideran idóneo para reforzar el ataque y no descartan pasar a la acción al término del curso. "
Real Mallorca  | Dani Rodríguez aclara sus planes de futuro,03/01, 
Mercado invernal: La firme decisión que ha tomado el Real Madrid,03/01,El Real Madrid pasará de largo por el mercado invernal. Los blancos no reclutarán un nuevo central y tirarán de los jugadores de su actual plantel para cubrir la baja del lesionado David Alaba. 
Confirman el traspaso de Gabriel Moscardo al PSG,03/01, 
El Bayern Múnich medita un fichaje de 20 M€,03/01,"Los bávaros no descuidan tampoco la planificación de la siguiente temporada, de ahí que estudien la posibilidad de adelantar un fichaje para ese nuevo curso. "
Villarreal | Marcelino anhela fichajes defensivos,03/01, 
El último nombre en la agenda del AC Milan,03/01,"Además de trabajar en el esperado retorno de Matteo Gabbia, los de Stefano Pioli no descuidan otras vías para terminar de reforzar su plantilla. "
Cuando Leonardo Bonucci pudo ir al Manchester City,03/01, 
El Real Madrid resiste: la doble amenaza de más de 100 M€ de la Premier League,03/01, 
Chelsea | Se prepara el regreso de Hakim Ziyech,02/01, 
El Almería puede pescar en Arabia Saudí,02/01, 
Liga | El Valencia se da un festín a costa del Villarreal,02/01,El cuadro che supera con claridad a la escuadra de Marcelino García Toral en el inicio de este 2024. Los de Rubén Baraja vuelven a mirar hacia Europa con este merecido triunfo en el tercer derbi del martes. 
Coppa de Italia | Luka Jovic guía al AC Milan a cuartos de final,02/01, 
El inesperado objetivo para el ataque del Manchester United,02/01,"Su etapa en Alemania parece llegar a su fin, y ahora emerge como opción interesante para terminar de apuntalar el ataque del cuadro de los diablos rojos. "
Premier | West Ham y Brighton se neutralizan,02/01, 
El Liverpool ya trabaja en un nuevo refuerzo ofensivo de más de 50 M€,02/01,"Los reds son la escuadra que ha decidido activar ya sus resortes en el mercado, con un nuevo jugador que acaba de colarse en su lista de futuribles. "
¡Ya se conoce el dorsal de Vitor Roque!,02/01, 
Diario de Fichajes | El agitado arranque de un apasionante mercado invernal,02/01,"En el primer día hábil y laborable de este 2024, hemos asistido a un gran número de movimientos que han marcado ya el inicio de un mercado invernal que se presenta agitado. Kylian Mbappé sigue siendo uno de los grandes nombres propios pero hay más. Repasamos lo que ha dado de sí la jornada. "
Liga | La Real Sociedad salva los muebles ante el Deportivo Alavés,02/01, 
El jugador al que Pedri ficharía para el FC Barcelona,02/01, 
Fichajes FC Barcelona | Dos vías para rebajar el precio de Aleix García,02/01, 
Manuel Pellegrini se sincera sobre el mercado del Real Betis,02/01, 
PSG | Luis Enrique espera más fichajes,02/01, 
El Bayern Múnich lo tiene claro: el gran favorito para mejorar la zaga,02/01,Seguimos viendo cómo se mueven todos los clubes para reforzar aquellas demarcaciones donde se necesitan refuerzos en este mes de enero. 
El AS Mónaco cierra una venta de 3 M€,02/01, 
El Manchester United arranca sus grandes maniobras del mercado invernal,02/01,"La compra del 25% del club por parte de INEOS ha dado el pistoletazo de salida a las primeras maniobras de mercado de la escuadra inglesa. La próxima que parece cerca de cerrarse es el retorno de Jadon Sancho al Borussia Dortmund, que parece muy cercano. "
Liga | Sergio Camello castiga al Getafe e impulsa al Rayo Vallecano,02/01, 
El West Ham acuerda la cesión de Thilo Kehrer,02/01, 
El FC Barcelona sigue a la espera: la encrucijada con Vitor Roque,02/01,El primer fichaje invernal de la escuadra catalana sigue a la espera de poder debutar. De forma que esto augura un mercado sumamente complejo para los azulgranas. 
Sevilla | Turquía ofrece acomodo a Oliver Torres,02/01, 
PSG | Los detalles financieros de la operación Kylian Mbappé,02/01,El delantero francés es el gran deseo del Real Madrid para este 2024 pero en el combinado parisino no han terminado de renunciar a él. 
Rayo Vallecano | Cobeño alude al mercado invernal,02/01, 
"El Villarreal, cerca de mandar a Ben Brereton a la Premier",02/01, 
¡Los 10 máximos goleadores del 2023!,02/01,"Una vez acabado el año y con el 2024 recién estrenado, queremos repasar ahora cuáles fueron los mejores goleadores del 2023 que acabamos de dejar hace menos de 48 horas. "
El Tottenham cierra una renovación,02/01, 
¡Sergio Reguilón volverá al Tottenham!,02/01, 
Operación salida XXL en el Arsenal: 8 jugadores en la rampa de salida,02/01,"Mientras busca nuevos efectivos con los que poder apuntalar su plantilla de cara a la segunda mitad de temporada, el Arsenal también abre la puerta de salida. Varios jugadores podrían decir adiós a Londres en las próximas fechas en caso de que se reciban ofertas acordes con las demandas gunners. Asunto a seguir.  "
Liverpool y Tottenham se disputan a un goleador,02/01, 
Real Sociedad | ¡El Arsenal se plantea recuperar a Kieran Tierney!,02/01, 
El PSG busca refuerzos: guerra con el Bayern Múnich por un fichaje,02/01,"El Paris Saint Germain ha sido el último conjunto en interesarse en la situación de Kalvin Phillips. El centrocampista inglés del Manchester City también está en la lista de prioridades del Bayern Múnich y ha aparecido en la agenda de Liverpool, Juventus y Newcastle.  "
7 M €: El Inter de Milán cierra el fichaje de Tajon Buchanan,02/01, 
El fichaje que el Manchester City puede arrebatar a Real Madrid y Atlético,02/01,El Manchester City ha establecido ya los primeros contactos con el entorno de Leny Yoro. El prometedor central galo ha sido insistentemente vinculado con Real Madrid y Atlético.  
El FC Barcelona no pierde de vista a Mika Marmol,02/01, 
El factor que complica un fichaje de 15 M€ por el FC Barcelona: Lucas Bergvall,02/01,La complicada situación económica del FC Barcelona está complicando algunas de las posibilidades de las que se venía hablando con vistas a reforzarse. Una de las últimas es la que tiene como protagonista al joven talento sueco Lucas Bergvall. 
Diego Simeone repasa la actualidad del Atlético de Madrid,02/01, 
Confirman el interés del Real Madrid en Randall Rodríguez,02/01,"El Real Madrid no pierde de vista a  Randall Rodríguez, joven arquero uruguayo que milita en Peñarol. Los blancos le consideran idóneo para convertirse en el futuro heredero de Thibaut Courtois.  "
El Fulham blinda a Tom Cairney,02/01, 
"Renovación, fichajes, lesionados… Carlo Ancelotti pasa revista a la actualidad del Real Madrid",02/01,"El entrenador del Real Madrid, Carlo Ancelotti ha hablado. A apenas un día de que los blancos se enfrenten con el Real Mallorca, el técnico italiano toma la palabra en rueda de prensa.  "
El Liverpool recupera a un cedido,02/01, 
La Juventus baraja 2 opciones de bajo coste para la medular,02/01,"Tras constatar que Lazar Samardzic resulta demasiado caro y descartar otras opciones que no terminan de convencer a los técnicos, la Juventus ha situado en su punto de mira a dos centrocampistas que resultan interesantes por su perfil y, en teoría, bajo coste.  "
¡Wayne Rooney se queda en el paro!,02/01, 
El Atalanta paga 9 M€ por un fichaje,02/01, 
El Chelsea cruza intereses ofensivos con el Atlético de Madrid,02/01,"Recientemente vinculado con el Atlético de Madrid, el delantero ucraniano Artem Dovbyk también ha logrado abrirse paso en la agenda del Chelsea. Los blues se plantean ofrecer cerca de 45 M€ por el atacante del Girona.  "
El Liverpool encuentra un problema inesperado con Fábio Carvalho,02/01, 
El Real Madrid aclara sus planes de cara al mercado invernal,02/01,"Tras constatar que el mercado no ofrece alternativas asequibles, el Real Madrid ha decidido dejar a un lado la idea de reclutar un nuevo zaguero durante el mes de enero. Solo un descalabro en la Supercopa de España podría variar sus planteamientos. "
"Sevilla | Lucien Agoumé, fichaje inminente",02/01, 
"Lunin logra cambiar su destino en el Real Madrid, trabajo extra para el FC Barcelona en vacaciones",02/01,"Ya es martes. Con el mercado de fichajes ya en plena ebullición, llega el momento de repasar las principales portadas que nos deja el día en la prensa tanto nacional como internacional. Lo hacemos por medio de nuestra habitual revista de prensa. Mucho espacio también para el regreso de nuestra Liga.  "
La Juventus no descarta una venta de más de 30 M€,02/01, 
El FC Barcelona sigue buscando la fórmula para fichar un centrocampista,02/01,"La directiva del FC Barcelona aún no tiene claro si podrá fichar un nuevo centrocampista durante el mercado invernal. El catalán Aleix García es uno de los candidatos, aunque el club no tomará una decisión hasta que sepa de cuánto dinero dispone para operar. "
